Price,Levy,Manufacturer,Model,ProdYear,Category,LeatherInterior,FuelType,EngineVolume,Mileage,Cylinders,GearBoxType,DriveWheels,Doors,Wheel,Color,Airbags
314,382,FORD,Fusion,2015,Sedan,Yes,Hybrid,2,367720,4,Automatic,Front,4,Left,White,12
627,1275,JEEP,Cherokee,2019,Sedan,Yes,Petrol,2.4,61998,4,Automatic,Front,4,Left,Grey,12
4547,0,OPEL,Astra G,2001,Hatchback,No,Petrol,1.8,230000,4,Automatic,Front,4,Right,Blue,2
38822,382,HONDA,FIT,2017,Universal,Yes,Hybrid,1.5,3474,4,Automatic,Front,4,Left,Blue,4
31,490,HONDA,Insight,2011,Hatchback,Yes,Hybrid,1.3,198891,4,Automatic,Front,4,Left,Grey,0
9408,531,HYUNDAI,Accent,2012,Hatchback,Yes,Diesel,1.6,60480,4,Automatic,Front,4,Left,White,4
75160,1156,FORD,Explorer,2017,Jeep,Yes,Petrol,2.3,66901,4,Automatic,Front,4,Left,Blue,4
3763,0,MITSUBISHI,Delica,1996,Minivan,No,Petrol,2.4,111000,4,Automatic,Rear,2,Left,Green,2
6,595,TOYOTA,Prius C,2015,Hatchback,Yes,Petrol,1.5,104000,4,Automatic,Front,4,Left,Grey,12
20385,584,VOLKSWAGEN,Passat,2014,Sedan,Yes,Petrol,1.8 Turbo,108000,4,Tiptronic,Front,4,Left,Black,12
6429,1028,PORSCHE,911,2013,Coupe,Yes,Petrol,3.4,94010,6,Automatic,Rear,2,Left,Black,12
17249,779,VOLKSWAGEN,Passat,2013,Sedan,Yes,Petrol,2.5,90000,5,Tiptronic,Front,4,Left,Silver,10
17876,585,VOLKSWAGEN,Passat,2013,Sedan,Yes,Petrol,1.8 Turbo,80000,4,Tiptronic,Front,4,Left,Grey,8
24709,707,SSANGYONG,REXTON,2011,Jeep,Yes,Diesel,2,113368,4,Automatic,Front,4,Left,White,4
15053,584,HYUNDAI,Elantra,2014,Sedan,No,Petrol,1.8,990000,4,Tiptronic,Front,4,Left,Silver,6
49237,730,HYUNDAI,Tucson,2016,Jeep,Yes,Petrol,1.6,27000,4,Tiptronic,4x4,4,Left,White,12
392,1327,TOYOTA,RAV 4,2018,Jeep,Yes,Petrol,2.5,20267,4,Automatic,Front,4,Left,Grey,12
16621,761,TOYOTA,Prius,2010,Hatchback,No,Hybrid,1.8,150000,4,Automatic,Front,4,Left,Black,12
941,586,LEXUS,CT 200h,2012,Hatchback,Yes,Hybrid,1.8,108499,4,Automatic,Front,4,Left,White,12
706,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,115312,4,Automatic,Front,4,Left,Grey,12
39201,1714,MERCEDES-BENZ,GLE 350,2017,Jeep,Yes,Petrol,3.5,95541,6,Automatic,Rear,4,Left,Black,0
21410,642,CHEVROLET,Malibu,2012,Sedan,Yes,Petrol,2,131082,4,Automatic,Front,4,Left,Silver,4
24029,1099,SSANGYONG,REXTON,2010,Jeep,Yes,Diesel,2.7,151949,4,Automatic,Front,4,Left,Black,4
133284,690,LEXUS,RX 450,2016,Jeep,Yes,Hybrid,3.5,55000,6,Tiptronic,4x4,4,Left,Black,12
26657,1197,NISSAN,Pathfinder,2012,Jeep,Yes,Petrol,4,170000,4,Automatic,4x4,4,Left,Black,12
41867,382,HONDA,FIT,2017,Universal,Yes,Hybrid,1.5,29220,4,Automatic,Front,4,Left,Black,4
44608,891,HYUNDAI,Sonata,2016,Sedan,Yes,Petrol,2,63687,4,Automatic,Front,4,Left,Grey,4
37066,880,HYUNDAI,Elantra,2018,Sedan,Yes,Petrol,1.6,20388,4,Automatic,Front,4,Left,White,4
7683,642,HYUNDAI,Sonata,2012,Sedan,Yes,LPG,2,91416,4,Automatic,Front,4,Left,Silver,4
21953,0,TOYOTA,Prius,2012,Hatchback,No,Hybrid,1.8,68000,4,Tiptronic,Front,4,Left,Silver,12
1803,502,TOYOTA,Prius,2013,Hatchback,Yes,Hybrid,1.5,197854,4,Automatic,Front,4,Left,Black,12
3763,629,NISSAN,Juke,2015,Jeep,Yes,Petrol,1.6,88475,4,Automatic,4x4,4,Left,White,0
14113,697,VOLKSWAGEN,Jetta,2015,Sedan,Yes,Petrol,1.8,45605,4,Automatic,Front,4,Left,White,0
19416,1099,SSANGYONG,REXTON,2010,Jeep,Yes,Diesel,2.7,98164,4,Automatic,Front,4,Left,White,4
26657,0,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2.5,166400,4,Tiptronic,Front,4,Left,Grey,8
11917,0,HONDA,Insight,2009,Hatchback,No,Petrol,1.3,138684,4,Variator,Front,4,Left,Silver,6
34184,765,MERCEDES-BENZ,CLA 250,2015,Coupe,Yes,Petrol,2.0 Turbo,43000,5,Tiptronic,4x4,4,Left,Red,10
13799,724,OPEL,Zafira,2010,Minivan,No,Diesel,1.7 Turbo,176000,4,Manual,Front,4,Left,Silver,10
2195,0,NISSAN,March,1998,Hatchback,No,Petrol,1,157000,4,Automatic,Front,4,Right,Black,2
5758,447,HONDA,FIT,2013,Hatchback,Yes,Hybrid,1.3,116581,4,Automatic,Front,4,Left,Silver,4
4547,490,HONDA,Insight,2011,Hatchback,No,Hybrid,1.3,150000,4,Automatic,Front,4,Left,Carnelian red,10
11149,0,TOYOTA,Ist 1.5,2002,Hatchback,No,Petrol,1.5,111111,4,Automatic,Front,4,Right,Black,2
20228,890,KIA,Optima,2016,Sedan,Yes,Petrol,2,29112,4,Automatic,Front,4,Left,White,4
11133,1714,TOYOTA,Sienna,2017,Sedan,Yes,Petrol,3.5,109981,6,Automatic,Front,4,Left,Silver,12
29793,528,MINI,Countryman,2014,Jeep,Yes,Petrol,1.6 Turbo,51700,4,Tiptronic,Front,4,Left,Red,12
43868,765,SSANGYONG,REXTON,2015,Jeep,Yes,Diesel,2,61551,4,Automatic,Front,4,Left,Black,4
4704,0,VAZ,2107,2006,Sedan,No,Petrol,1.5,131000,4,Manual,Rear,4,Left,White,0
9418,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,43514,4,Automatic,Front,4,Left,White,4
8467,0,NISSAN,Note,2005,Sedan,No,Petrol,1.5,16302,3,Automatic,Front,4,Right,White,4
314,475,FIAT,500,2012,Sedan,Yes,Petrol,1.4,240350,4,Automatic,Front,4,Left,White,12
13485,0,NISSAN,Pathfinder,2006,Jeep,Yes,Petrol,4,188200,6,Automatic,4x4,4,Left,Silver,12
7683,0,NISSAN,Serena,2002,Minivan,No,CNG,2.5,170000,4,Automatic,Front,4,Right,White,6
10976,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,571321,4,Automatic,Front,4,Left,White,4
22894,0,TOYOTA,Prius,2013,Hatchback,No,Hybrid,1.8,63186,4,Variator,Front,4,Left,White,12
7840,0,OPEL,Astra,1998,Hatchback,No,Petrol,1.6,200000,4,Manual,Front,4,Left,Blue,2
5739,761,DAEWOO,Lacetti,2010,Sedan,Yes,Petrol,1.8,86382,4,Automatic,Front,4,Left,Silver,4
10515,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,60850,4,Automatic,Front,4,Left,Silver,4
8154,0,MITSUBISHI,Airtrek,2001,Universal,Yes,LPG,2.4,140000,4,Tiptronic,4x4,4,Right,Silver,6
14113,1024,FORD,Fusion,2010,Sedan,No,Hybrid,2.5,68200,4,Automatic,Front,4,Left,Black,12
35902,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,169109,4,Automatic,Front,4,Left,Yellow,4
14115,0,HONDA,FIT,2010,Hatchback,No,Petrol,1.3,147857,4,Automatic,Front,4,Right,Blue,4
5331,0,TOYOTA,Harrier,1998,Jeep,No,Petrol,3,220000,6,Automatic,Front,4,Right,Black,4
73620,1079,HYUNDAI,Sonata,2018,Sedan,Yes,Petrol,2,51106,4,Automatic,Front,4,Left,White,4
38445,696,JAGUAR,XF,2013,Sedan,Yes,Diesel,2.2,71201,4,Automatic,Front,4,Left,White,4
26657,0,FORD,Mustang,2010,Coupe,No,Petrol,3.7,160000,6,Automatic,Rear,2,Left,Black,12
15210,1347,HYUNDAI,H1,2008,Minivan,Yes,Diesel,2.5,65625,4,Automatic,Front,4,Left,Silver,4
51746,0,KIA,Ceed,2019,Universal,No,Petrol,1.6,4000,4,Automatic,Front,4,Left,White,5
43592,0,BMW,X6 M,2009,Sedan,Yes,Petrol,3.0 Turbo,170000,6,Tiptronic,4x4,4,Left,Black,12
314,753,HYUNDAI,Tucson,2012,Jeep,Yes,Petrol,2.4,177080,4,Automatic,Front,4,Left,Silver,0
627220,0,MERCEDES-BENZ,G 65 AMG 63AMG,2020,Jeep,Yes,Petrol,6.3 Turbo,0,8,Tiptronic,4x4,4,Left,Black,12
44134,730,SSANGYONG,Actyon,2016,Jeep,Yes,Diesel,1.6,35398,4,Automatic,Front,4,Left,Blue,4
549,1363,MERCEDES-BENZ,CLS 550,2012,Sedan,Yes,Petrol,4.6,0,8,Automatic,4x4,4,Left,Black,12
50,0,TOYOTA,Prius,2008,Hatchback,Yes,Hybrid,1.5,185471,4,Automatic,Front,4,Left,Silver,8
21953,779,TOYOTA,Camry se,2013,Sedan,Yes,Petrol,2.5,115123,4,Tiptronic,Front,4,Left,Black,12
4391,1705,SSANGYONG,Kyron,2007,Jeep,Yes,Diesel,2.7,74944,4,Automatic,Front,4,Left,White,4
21953,505,MITSUBISHI,Outlander,2018,Jeep,Yes,Hybrid,2,59674,4,Automatic,4x4,4,Left,Black,12
29793,1077,HYUNDAI,Elantra,2019,Sedan,Yes,Petrol,2,33693,4,Automatic,Front,4,Left,Silver,12
941,1058,LEXUS,RX 450,2012,Jeep,Yes,Hybrid,3.5,232357,6,Automatic,4x4,4,Left,Black,12
10820,0,SKODA,Octavia,2009,Sedan,No,Petrol,1.6,157000,4,Manual,Front,4,Left,White,8
2352,353,TOYOTA,Prius,2015,Hatchback,Yes,Hybrid,1.8,236898,4,Automatic,Front,4,Left,White,12
6899,642,HYUNDAI,Sonata,2012,Sedan,Yes,LPG,2,85471,4,Automatic,Front,4,Left,Silver,4
19444,765,SUBARU,XV,2015,Jeep,Yes,Petrol,2,250005,4,Automatic,4x4,4,Left,Black,0
20385,781,TOYOTA,Camry,2012,Sedan,No,Hybrid,2.5,120000,4,Automatic,Front,4,Left,Carnelian red,6
4861,924,TOYOTA,Corolla,2017,Sedan,Yes,Petrol,1.8,22989,4,Automatic,Front,4,Left,Silver,12
5927,789,CHEVROLET,Cruze,2009,Sedan,Yes,Petrol,1.6,53434,4,Automatic,Front,4,Left,Black,4
27911,2959,TOYOTA,Sequoia,2008,Jeep,Yes,Petrol,5.7,244800,8,Tiptronic,Front,4,Left,Black,9
7840,0,MITSUBISHI,Pajero,2000,Jeep,No,CNG,3.5,287745,6,Automatic,4x4,4,Right,Silver,4
10663,0,VOLKSWAGEN,Passat,2006,Sedan,Yes,Petrol,2.0 Turbo,200000,4,Tiptronic,Front,4,Left,Black,6
5488,1077,TOYOTA,CHR,2019,Jeep,Yes,Petrol,2,78424,4,Automatic,Front,4,Left,Red,12
13485,765,MAZDA,Mazda 3 SPORT,2015,Hatchback,No,Petrol,2,67825,4,Automatic,Front,4,Left,Silver,8
21326,531,NISSAN,Juke,2012,Jeep,No,Petrol,1.6,95000,4,Automatic,Front,4,Left,White,12
12544,761,TOYOTA,Prius,2010,Hatchback,No,Hybrid,1.8,124568,4,Variator,Front,4,Left,White,9
188,1077,TOYOTA,CHR,2019,Jeep,Yes,Petrol,2,10003,4,Automatic,Front,4,Left,Blue,12
9408,0,TOYOTA,Ipsum,2004,Minivan,No,Petrol,2.4,195000,4,Automatic,Front,4,Right,Black,0
10820,585,TOYOTA,Prius,2013,Hatchback,No,Hybrid,1.8,281600,4,Variator,Front,4,Left,Blue,8
34406,880,HYUNDAI,Elantra,2018,Sedan,Yes,Petrol,1.6,36470,4,Automatic,Front,4,Left,Grey,4
188,1185,FORD,Escape,2009,Jeep,Yes,Hybrid,2.5,196682,4,Automatic,Front,4,Left,Black,0
35140,891,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,2,125230,4,Automatic,Front,4,Left,Black,4
14113,0,LAND ROVER,Range Rover,1996,Jeep,Yes,Diesel,2.5 Turbo,888888,4,Manual,4x4,4,Left,Blue,0
392,697,TOYOTA,Corolla,2015,Sedan,Yes,Petrol,1.8,133408,4,Automatic,Front,4,Left,Black,12
22502,503,TOYOTA,Aqua,2012,Hatchback,Yes,Petrol,1.5,28000,4,Automatic,Front,4,Left,Silver,4
4234,640,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,2,232982,4,Automatic,Front,4,Left,Grey,12
40769,0,TOYOTA,RAV 4,2015,Jeep,No,Petrol,2.5,60800,4,Tiptronic,4x4,4,Left,Grey,8
47042,518,TOYOTA,RAV 4,2016,Jeep,No,Hybrid,2.5,30402,4,Variator,4x4,4,Left,Blue,6
10976,0,JEEP,Grand Cherokee,2005,Jeep,Yes,Petrol,3.7,185000,6,Tiptronic,4x4,5,Left,Silver,6
50767,1172,FORD,Explorer,2011,Jeep,Yes,Petrol,3.5,100741,4,Automatic,Front,4,Left,Black,4
15649,1024,HYUNDAI,H1,2010,Minivan,Yes,Diesel,2.5,45252,4,Automatic,Front,4,Left,White,4
2901,777,FORD,Fusion,2014,Sedan,Yes,Petrol,2.5,182963,4,Automatic,Front,4,Left,Black,12
30107,0,HYUNDAI,IX35,2011,Jeep,No,Petrol,2,52000,4,Automatic,4x4,4,Left,Black,6
106627,0,BMW,X6,2015,Jeep,Yes,Diesel,3.5 Turbo,150000,6,Tiptronic,4x4,5,Left,Black,12
18240,1099,SSANGYONG,REXTON,2010,Jeep,Yes,Diesel,2.7,145221,4,Automatic,Front,4,Left,Black,4
9722,0,HONDA,Cr-v,2002,Jeep,No,Petrol,2,168000,4,Manual,4x4,4,Right,Green,4
10036,0,NISSAN,Tiida 2008,2008,Sedan,No,Petrol,1.5,167000,4,Automatic,Front,4,Right,White,8
16935,0,HYUNDAI,Elantra,2012,Sedan,No,Petrol,1.8,108000,4,Automatic,Rear,4,Left,Silver,8
50,0,TOYOTA,Prius,2008,Sedan,Yes,Hybrid,1.5,150000,4,Automatic,Front,4,Left,Black,12
10976,0,NISSAN,X-Terra,2003,Jeep,No,CNG,3.3,300000,6,Manual,4x4,4,Left,Silver,2
53314,0,KIA,Sportage,2016,Jeep,Yes,Diesel,2.0 Turbo,27000,4,Tiptronic,Front,4,Left,Black,8
7997,642,VOLKSWAGEN,Jetta,2012,Sedan,No,Petrol,2,66098,4,Tiptronic,Front,4,Left,Silver,12
16621,0,FORD,Fiesta,2015,Sedan,No,Petrol,1.6,56199,4,Automatic,Front,4,Left,Red,12
314,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,225510,4,Automatic,Front,4,Left,White,12
18124,707,HYUNDAI,Genesis,2011,Coupe,Yes,Petrol,2,160000,4,Automatic,Front,4,Left,Black,4
6269,461,KIA,Picanto,2010,Sedan,Yes,Petrol,1,12000,3,Automatic,Front,4,Left,White,4
51746,1327,TOYOTA,Camry,2018,Sedan,Yes,Petrol,2.5,17000,6,Automatic,Front,4,Left,Black,12
3763,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,124912,4,Automatic,Front,4,Left,White,12
14740,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,50534,4,Automatic,Front,4,Left,Silver,4
16621,629,HYUNDAI,Elantra,2015,Sedan,Yes,Petrol,1.6,135378,4,Automatic,Front,4,Left,White,4
20846,730,CHEVROLET,Orlando,2016,Jeep,Yes,Diesel,1.6,148101,4,Automatic,Front,4,Left,Grey,4
3763,0,FORD,Escape,2003,Jeep,No,Petrol,3,0,6,Automatic,Front,4,Left,Grey,0
12143,642,HYUNDAI,Sonata,2012,Sedan,Yes,LPG,2,255800,4,Automatic,Front,4,Left,Silver,4
8781,1719,MITSUBISHI,Minica,1996,Pickup,No,Petrol,0.7,60600,3,Manual,4x4,2,Right,White,0
14113,0,TOYOTA,Aqua,2013,Hatchback,No,Hybrid,1.5,100000,4,Variator,Front,4,Right,White,6
17249,761,TOYOTA,Prius,2010,Sedan,No,Hybrid,1.8,165000,4,Automatic,Front,4,Left,Black,12
706,490,HONDA,Insight,2011,Hatchback,Yes,Hybrid,1.3,288704,4,Automatic,Front,4,Left,White,0
30740,831,HYUNDAI,Elantra,2017,Sedan,Yes,Petrol,1.6,88400,4,Automatic,Front,4,Left,White,4
15132,836,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,2,179307,4,Automatic,Front,4,Left,Silver,4
9565,1058,TOYOTA,Highlander,2012,Jeep,Yes,Petrol,3.5,285186,6,Automatic,Front,4,Left,Grey,12
3763,531,NISSAN,Juke,2012,Jeep,Yes,Petrol,1.6,173576,4,Automatic,4x4,4,Left,Red,0
470,862,VOLKSWAGEN,Jetta,2011,Sedan,Yes,Petrol,2.5,212501,5,Automatic,Front,4,Left,Grey,12
3136,891,BMW,328,2016,Sedan,Yes,Petrol,2,51930,4,Automatic,Rear,4,Left,Black,12
17876,585,NISSAN,Sentra,2013,Sedan,No,Petrol,1.8,134400,4,Automatic,Front,4,Left,Carnelian red,8
9832,645,CHEVROLET,Cruze,2011,Sedan,Yes,Petrol,1.8,170872,4,Automatic,Front,4,Left,Grey,4
52696,831,HYUNDAI,Tucson,2017,Jeep,Yes,Petrol,1.6,44844,4,Automatic,Front,4,Left,Black,4
314,1172,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3.5,132630,6,Automatic,Rear,4,Left,Silver,12
67404,1079,HYUNDAI,Sonata,2018,Sedan,Yes,Petrol,2,40808,4,Automatic,Front,4,Left,Black,4
28225,2858,MERCEDES-BENZ,GL 550,2008,Jeep,Yes,Petrol,5.5,134000,8,Tiptronic,4x4,4,Left,Black,12
29479,584,MERCEDES-BENZ,C 250,2014,Sedan,Yes,Petrol,1.8 Turbo,85000,4,Automatic,Rear,4,Left,Silver,8
150,0,LINCOLN,Town Car,2000,Limousine,Yes,Petrol,4.6 Turbo,100000,8,Automatic,Rear,4,Left,White,8
1882,1053,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,3.5,146395,6,Automatic,Rear,4,Left,Grey,12
10663,0,MITSUBISHI,Airtrek,2004,Universal,No,CNG,2,150000,4,Automatic,4x4,4,Left,White,4
36065,397,TOYOTA,Prius,2016,Sedan,Yes,Hybrid,1.8,158000,4,Automatic,Front,4,Left,Grey,12
23521,781,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2.5,91000,4,Automatic,Front,4,Left,Black,10
314,645,MITSUBISHI,Mirage,2017,Sedan,Yes,Petrol,1.2,49774,3,Automatic,Front,4,Left,Grey,12
3763,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,124912,4,Automatic,Front,4,Left,White,12
5331,0,OPEL,Combo,2003,Goods wagon,No,Diesel,1.7 Turbo,111111,4,Manual,Front,2,Left,White,2
2274,761,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,1.8,288891,4,Automatic,Front,4,Left,Grey,12
2038,1172,MERCEDES-BENZ,ML 350,2011,Jeep,Yes,Diesel,3.5,186542,6,Automatic,4x4,4,Left,White,12
4234,1249,NISSAN,Frontier,2017,Sedan,Yes,Petrol,2.5,33899,4,Automatic,Rear,4,Left,Grey,12
13328,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,186005,6,Automatic,4x4,4,Left,Silver,12
35752,3156,GMC,Yukon,2019,Sedan,Yes,Petrol,6.2,11325,8,Automatic,Front,4,Left,White,12
19444,831,MITSUBISHI,Outlander,2011,Jeep,No,Petrol,2.4,141000,4,Tiptronic,Front,4,Left,Silver,16
74796,830,HONDA,Civic,2019,Hatchback,Yes,Petrol,1.5,12000,4,Automatic,Front,4,Left,Black,4
16151,781,CHEVROLET,Cruze LT,2018,Sedan,No,Petrol,1.4 Turbo,33548,4,Automatic,Front,4,Left,Silver,8
45210,877,HYUNDAI,Tucson,2017,Jeep,Yes,Diesel,1.7,16431,4,Automatic,Front,4,Left,White,4
14294,642,CHEVROLET,Orlando,2012,Jeep,Yes,Diesel,2,258076,4,Automatic,Front,4,Left,White,4
14166,531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,170713,4,Automatic,Front,4,Left,White,4
9408,790,FORD,Focus,2009,Goods wagon,No,Diesel,1.6 Turbo,230000,6,Manual,Front,4,Left,Blue,0
7840,0,NISSAN,Teana,2004,Sedan,No,Petrol,2.3,230000,6,Automatic,Front,4,Left,White,4
157,640,FORD,Fusion,2013,Sedan,Yes,Hybrid,2,339920,4,Automatic,Front,4,Left,White,0
784,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,102397,4,Automatic,Front,4,Left,Black,12
48873,891,HYUNDAI,Sonata,2016,Sedan,Yes,Petrol,2,33555,4,Automatic,Front,4,Left,Grey,4
470,781,FORD,Fusion,2012,Sedan,Yes,Hybrid,2.5,146758,4,Automatic,Front,4,Left,Black,12
10976,0,HONDA,Odyssey,2006,Minivan,Yes,LPG,3.5,280000,6,Automatic,Front,4,Left,Grey,14
9252,761,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,1.8,98768,4,Automatic,Front,4,Left,White,12
17249,629,HYUNDAI,Accent,2015,Sedan,No,Petrol,1.6,144000,4,Automatic,Front,5,Left,Grey,0
20385,779,TOYOTA,Camry,2013,Sedan,No,Petrol,2.5,22400,5,Tiptronic,Front,4,Left,White,8
12231,0,HONDA,FIT,2012,Hatchback,No,Hybrid,1.3,147000,4,Automatic,Front,4,Right,Silver,8
24462,0,MERCEDES-BENZ,C 250,2012,Sedan,Yes,Petrol,1.8 Turbo,105000,4,Automatic,Rear,4,Left,Sky blue,12
19757,0,TOYOTA,Prius C,2012,Sedan,Yes,Hybrid,1.5,83200,4,Automatic,Front,4,Left,Grey,8
1490,1055,NISSAN,Altima,2013,Sedan,Yes,Petrol,3.5,130877,6,Automatic,Front,4,Left,White,12
314,1053,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,3.5,149486,6,Automatic,4x4,4,Left,Silver,12
33823,831,SSANGYONG,Actyon,2017,Jeep,Yes,Petrol,1.6,80425,4,Automatic,Front,4,Left,White,4
470,761,TOYOTA,Prius,2010,Jeep,Yes,Hybrid,1.8,408997,4,Automatic,Front,4,Left,White,12
627,1077,TOYOTA,CHR,2019,Jeep,Yes,Petrol,2,24339,4,Automatic,Front,4,Left,Blue,12
13589,836,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,2,82764,4,Automatic,Front,4,Left,Black,4
900,0,FORD,Transit,1998,Microbus,No,Diesel,2.5 Turbo,1234,4,Manual,Rear,4,Left,White,2
24462,0,HYUNDAI,Sonata,2014,Sedan,Yes,Hybrid,2.4,104000,4,Tiptronic,Front,4,Left,Silver,6
53941,891,MERCEDES-BENZ,GLA 250,2016,Jeep,Yes,Petrol,2.0 Turbo,87091,4,Tiptronic,Front,4,Left,Grey,10
706,1646,LEXUS,GX 460,2015,Jeep,Yes,Petrol,4.6,102907,8,Automatic,4x4,4,Left,Black,0
470,2225,LEXUS,GX 460,2017,Jeep,Yes,Petrol,4.6,69918,8,Automatic,4x4,4,Left,White,0
34905,891,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,2,108782,4,Automatic,Front,4,Left,Silver,4
11917,0,BMW,325 CI,2004,Cabriolet,Yes,Petrol,2.5,174000,6,Tiptronic,Rear,2,Left,Silver,6
17249,583,NISSAN,Juke,2011,Jeep,No,Petrol,1.6 Turbo,158000,4,Variator,4x4,4,Left,Black,4
40,0,HONDA,FIT,2003,Hatchback,No,Petrol,1.5,15000,4,Variator,4x4,4,Right,Silver,4
314,2410,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Diesel,6.2,274771,8,Automatic,Rear,4,Left,White,12
11290,583,HYUNDAI,I30,2011,Hatchback,Yes,Diesel,1.6,51859,4,Automatic,Front,4,Left,Silver,4
50,0,TOYOTA,Aqua,2014,Sedan,No,Hybrid,1.5,100000,4,Automatic,Rear,4,Right,Black,0
15681,2177,BMW,335,2006,Coupe,Yes,Petrol,3,46656,6,Tiptronic,Rear,2,Left,Carnelian red,10
5018,790,DAEWOO,Lacetti,2009,Sedan,Yes,Petrol,1.6,159634,4,Automatic,Front,4,Left,Silver,4
30750,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,146216,4,Automatic,Front,4,Left,Silver,4
15681,900,KIA,Optima,2015,Sedan,No,Petrol,2.4,68000,4,Tiptronic,Front,4,Left,Grey,10
12140,1047,HYUNDAI,Elantra,2007,Sedan,Yes,Petrol,1.6,176869,4,Automatic,Front,4,Left,Silver,4
3700,0,MERCEDES-BENZ,Smart,2005,Hatchback,No,Petrol,1.5,100000,4,Automatic,Front,4,Right,White,5
44533,0,TOYOTA,CHR,2017,Jeep,No,Petrol,2,56000,8,Tiptronic,Front,4,Left,Blue,0
392,530,PORSCHE,Panamera,2015,Sedan,Yes,Hybrid,3,154936,6,Automatic,Rear,4,Left,White,12
6272,0,MERCEDES-BENZ,A 190,2005,Sedan,Yes,Petrol,1.9,122000,4,Tiptronic,Front,4,Left,Green,4
20698,1055,MERCEDES-BENZ,E 350,2013,Coupe,Yes,Petrol,3.5,66500,6,Automatic,Rear,2,Left,Carnelian red,12
784,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,102397,4,Automatic,Front,4,Left,Black,12
8154,777,TOYOTA,Camry,2014,Sedan,Yes,Petrol,2.5,53310,4,Automatic,Front,4,Left,Black,12
81539,1935,LEXUS,GX 460,2016,Jeep,Yes,Petrol,4.6,155976,8,Automatic,4x4,4,Left,White,0
24462,0,HYUNDAI,Santa FE,2010,Sedan,No,Petrol,2.4,170000,4,Tiptronic,Front,4,Left,Silver,10
8467,0,NISSAN,Altima,2006,Sedan,No,Petrol,2.5,160000,6,Automatic,Front,4,Left,Black,6
18189,697,VOLKSWAGEN,Jetta სპორტ,2015,Sedan,Yes,Petrol,1.8 Turbo,76800,4,Tiptronic,Front,4,Left,Grey,8
7527,1848,MERCEDES-BENZ,E 220,1996,Sedan,No,Diesel,2.2,380000,4,Manual,Rear,4,Left,Green,4
19444,697,TOYOTA,Corolla LE,2015,Sedan,No,Petrol,1.8,68221,4,Automatic,Front,4,Left,White,6
47,1493,LEXUS,RX 350,2016,Jeep,Yes,Petrol,3.5,65981,6,Automatic,Front,4,Left,Black,12
7683,765,BMW,428,2015,Sedan,Yes,Petrol,2,0,4,Automatic,Rear,4,Left,White,12
706,765,SUBARU,XV,2015,Sedan,Yes,Petrol,2,111285,4,Automatic,4x4,4,Left,Black,0
1098,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,398069,4,Automatic,Front,4,Left,Black,12
20005,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,115934,4,Automatic,Front,4,Left,Black,4
10381,790,CHEVROLET,Lacetti,2009,Sedan,Yes,Petrol,1.6,132000,4,Automatic,Front,4,Left,Grey,4
15681,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,235261,4,Automatic,Front,4,Left,Silver,4
11917,531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,130658,4,Automatic,Front,4,Left,White,4
20071,1172,BMW,X5,2011,Jeep,Yes,Petrol,3.5 Turbo,176080,4,Tiptronic,4x4,4,Left,Black,12
19416,640,SSANGYONG,Korando,2013,Jeep,Yes,Diesel,2,154162,4,Automatic,Front,4,Left,Blue,4
20385,0,TOYOTA,Prius,2014,Hatchback,Yes,Hybrid,1.8,49000,4,Automatic,Front,4,Left,Silver,12
20071,730,HYUNDAI,Elantra,2016,Sedan,Yes,LPG,1.6,27477,4,Automatic,Front,4,Left,Grey,4
